,title,artists,album,duration_ms,release_date,artist_genres,explicit,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,uri,genre
63,"Symphony No. 3 in C Minor, Op. 78 ""Organ Symphony"": 2b. Maestoso - Più allegro - Molto allegro","Camille Saint-Saëns, Peter Hurford, Orchestre Symphonique de Montréal, Charles Dutoit",Saint-Saens: Organ Symphony; Poulenc: Organ Concerto,469053,2006-01-01,"late romantic era, classical, orchestra, orchestral performance, french romanticism, classical performance, classical organ",False,45,0.223,0.227,0,-17.695,1,0.0343,0.871,0.891,0.063,0.127,103.618,4,spotify:track:0XSRBlP49MgzBCYtGK2NYE,Classical
64,"String Sextet in D Minor, Op. 70, ""Souvenir de Florence"": I. Allegro con spirito","Pyotr Ilyich Tchaikovsky, Jan Vogler",Tchaikovsky,626240,2016-03-04,"late romantic era, classical cello, russian romanticism, classical",False,48,0.352,0.235,2,-16.235,1,0.0398,0.894,0.675,0.396,0.329,109.16,1,spotify:track:72jIJDADnBLJKXV2yxv5N0,Classical
65,"Rêverie, L. 68: Rêverie","Claude Debussy, Jean-Yves Thibaudet",Debussy Piano Edition,257000,2012-01-01,"post-romantic era, soundtrack, french classical piano, classical, impressionism, classical piano",False,59,0.296,0.00896,7,-31.948,0,0.0394,0.994,0.91,0.0815,0.0673,69.44,3,spotify:track:43bSKCMWHIuBsUVmQcDX1J,Classical
66,Theme From Schindler's List,"John Williams, Itzhak Perlman, Boston Symphony Orchestra",Schindler's List,255693,1993-01-01,"violin, soundtrack, american orchestra, classical, orchestra, classical performance",False,63,0.142,0.113,2,-25.362,0,0.0415,0.859,0.838,0.107,0.0697,98.575,1,spotify:track:42gZM6AQ9BDMaTyTmMDVlN,Classical
67,"The Four Seasons - Violin Concerto in F Minor, Op. 8 No. 4, RV 297 ""Winter"": I. Allegro non molto","Antonio Vivaldi, Joshua Bell, Academy of St. Martin in the Fields",Vivaldi: The Four Seasons,204147,2008-01-01,"violin, bow pop, italian baroque, early music, classical, chamber orchestra, baroque, british orchestra, classical performance",False,60,0.48,0.163,5,-19.117,0,0.0645,0.81,0.754,0.093,0.212,158.366,4,spotify:track:64ZxBE1ZgK4C0lGljXzDcG,Classical
68,Young Person's Guide To The Orchestra,"Benjamin Britten, Royal Philharmonic Orchestra, Robin Stapleton",Last Night of the Proms,1050893,2007-08-03,"early modern classical, british modern classical, classical, orchestra, neoclassicism, british orchestra",False,45,0.218,0.117,0,-18.585,1,0.0489,0.94,0.861,0.15,0.0599,77.009,4,spotify:track:0w4LgJ5G1Xz5jLS3HX8oyq,Classical
69,"Sonata for 2 pianos in D, K.448: 1. Allegro con spirito","Wolfgang Amadeus Mozart, Ingrid Haebler, Ludwig Hoffmann",Mozart: Music for 2 Pianos; Piano Duets (2 CDs),500500,1991-01-01,"german classical piano, classical, classical era, austrian classical piano, classical performance",False,0,0.377,0.173,9,-21.377,1,0.0329,0.991,0.909,0.103,0.558,132.187,4,spotify:track:5i7bLnNE0R3m1MNUY7UsqT,Classical
70,"The Gadfly Suite, Op. 97a: VIII. Romance","Dmitri Shostakovich, Piers Lane, Tasmin Little",Soft Classical Music for Sleeping,195333,2019-05-24,"violin, russian modern classical, compositional ambient, classical, australian classical piano",False,48,0.116,0.0694,0,-23.624,1,0.0497,0.969,0.644,0.109,0.0377,169.789,4,spotify:track:6VDHdry8ytOL2WWbePDxSD,Classical
71,"Piano Concerto in C-Sharp Minor, FP 146: I. Allegretto commodo - Live","Francis Poulenc, Yannick Nézet-Séguin, London Philharmonic Orchestra, Alexandre Tharaud","Poulenc: Piano Concerto, Organ Concerto & Stabat Mater (Live)",580253,2018-08-01,"early modern classical, classical, orchestra, french classical piano, neoclassicism, orchestral performance, british orchestra, classical performance, classical piano",False,44,0.193,0.0839,8,-22.849,1,0.0406,0.971,0.822,0.118,0.0569,85.556,4,spotify:track:6kg7bfwsTKzRqnBGGv4VqR,Classical
72,"Serenade for Strings in C major, Op. 48: II. Walzer: Moderato, tempo di valse","Pyotr Ilyich Tchaikovsky, Moscow Soloists, Yuri Bashmet",Tchaikovsky: Serenade for Strings - Grieg: Holberg Suite - Mozart: Eine kleine Nachtmusik,209373,2008-09-24,"late romantic era, russian romanticism, string orchestra, viola, classical, classical performance",False,52,0.241,0.122,7,-22.411,1,0.0497,0.925,0.66,0.126,0.187,66.325,4,spotify:track:7uf3aFC1msj0t5cYImgOWy,Classical
73,"Pelléas et Mélisande, Op. 80: 4. Sicilienne","Gabriel Fauré, Orchestre Symphonique de Montréal, Charles Dutoit",Fauré: Requiem; Pelléas et Mélisande; Pavane for Orchestra and Choir,233400,1988-01-01,"post-romantic era, classical, orchestra, orchestral performance, classical performance",False,45,0.164,0.0194,3,-34.126,1,0.0434,0.938,0.859,0.0939,0.0581,101.708,3,spotify:track:0oIQl9tFpCiKBRavEIIGzo,Classical
74,"Goldberg Variations, BWV 988: Aria da capo - 1981 Version","Johann Sebastian Bach, Glenn Gould","A State of Wonder: The Complete Goldberg Variations, BWV 988 (Recorded 1955 & 1981)",224133,2002-08-27,"canadian classical piano, early music, classical, german baroque, baroque, canadian contemporary r&b, classical performance, classical piano",False,45,0.436,0.00518,7,-36.593,1,0.067,0.995,0.932,0.0788,0.275,135.286,5,spotify:track:1aTpzY2ggWHhPi8p2f56u1,Classical
75,On The Nature Of Daylight,"Max Richter, Louisa Fuller, Natalia Bonner, John Metcalfe, Philip Sheppard, Chris Worsey",The Blue Notebooks,371747,2014-01-01,"british soundtrack, compositional ambient, soundtrack, neo-classical, modern cello, post-minimalism",False,0,0.0891,0.341,10,-12.681,0,0.046,0.145,0.836,0.111,0.0334,85.231,3,spotify:track:5DFUsGW4Cmltv8Spd0u1aV,Classical
76,"Ave Maria, D. 839","Franz Schubert, Renée Fleming, Royal Philharmonic Orchestra, Andreas Delfs",Sacred Songs (US Bonus Track Version),256573,2005-01-01,"early romantic era, operatic pop, classical, orchestra, opera, classical soprano, classical era, british orchestra",False,47,0.12,0.138,10,-15.538,1,0.048,0.994,0.686,0.11,0.043,67.894,4,spotify:track:4GnVpbnWjHFrpXjAcPHvqM,Classical
77,"Symphony No.3 in F, Op.90: 1. Allegro con brio - Un poco sostenuto - Tempo I","Johannes Brahms, Gewandhausorchester Leipzig, Riccardo Chailly",Brahms: The Symphonies,703720,2013-01-01,"late romantic era, german orchestra, classical, orchestra, orchestral performance, german romanticism, classical performance",False,41,0.156,0.0978,5,-16.326,1,0.0371,0.976,0.893,0.0854,0.0638,179.447,3,spotify:track:7vJhOBgOkXyEJvw1vsU6HB,Classical
78,Sibelius : Finlandia Op.26,"Jean Sibelius, Sakari Oramo, City Of Birmingham Symphony Orchestra","Sibelius : Karelia Suite, Pohjola's Daughter, The Bard, Finlandia & Tapiola",485667,2001-09-01,"post-romantic era, finnish classical, classical, orchestra, impressionism, orchestral performance, british orchestra, classical performance",False,45,0.177,0.127,8,-19.167,1,0.0394,0.903,0.901,0.114,0.0612,149.698,4,spotify:track:6HknRM996YMa7VSBFYlnPJ,Classical
79,Piazzolla: Libertango,Alison Balsom,The Sound of Piazzolla,273562,2017-05-26,"classical trumpet, classical performance",False,45,0.367,0.316,9,-14.49,0,0.0429,0.927,0.779,0.113,0.242,149.089,4,spotify:track:0mcgXc8P5GyGtP9aY7zir6,Classical
80,"Mephisto Waltz No. 1, S. 514","Franz Liszt, Khatia Buniatishvili",Liszt: Piano Works,662600,2011-05-20,"late romantic era, caucasian classical piano, classical, classical piano",False,46,0.356,0.152,4,-20.155,1,0.0406,0.981,0.903,0.0807,0.04,132.413,4,spotify:track:1dFVnX4mJTnWubAPE8S3OR,Classical
81,Merry Christmas Mr. Lawrence (Arr. Metcalfe),"Jess Gillam, Oscar Holch, Rowena Calvert, Sam Becker, Lysandre Ménard",Merry Christmas Mr. Lawrence,277148,2019-11-01,classical saxophone,False,0,0.339,0.0588,10,-17.647,0,0.0373,0.984,0.862,0.12,0.198,105.916,4,spotify:track:5bVlEvO3SadcOyh6rnWW4P,Classical
82,"Hungarian Dance No.5 in G Minor, WoO 1, No.5","Johannes Brahms, Budapest Festival Orchestra, Iván Fischer",Brahms: Hungarian Dances / Dvorak: Slavonic Dances,152160,2012-01-01,"late romantic era, hungarian classical performance, classical, orchestra, orchestral performance, german romanticism, classical performance",False,42,0.359,0.046,6,-18.725,0,0.0407,0.901,0.118,0.277,0.263,127.653,4,spotify:track:5d6FOGCa0EDqCJSpccEh8s,Classical
83,"Piano Concerto No. 5 in E-Flat Major, Op. 73 ""Emperor"": 2. Adagio un poco mosso - Live at Konzerthaus Berlin / 2018","Ludwig van Beethoven, Jan Lisiecki, Academy of St. Martin in the Fields, Tomo Keller",Beethoven: Complete Piano Concertos (Live at Konzerthaus Berlin / 2018),473787,2019-09-13,"early romantic era, canadian classical piano, classical, chamber orchestra, classical era, british orchestra, german romanticism, classical performance, classical piano",False,46,0.166,0.0363,11,-26.822,1,0.0381,0.978,0.922,0.0882,0.039,84.467,4,spotify:track:76wXMaJVSr0nSsKsSdwAiu,Classical
84,"Symphony No.5 in E flat, Op.82: 3. Allegro molto","Jean Sibelius, Boston Symphony Orchestra, Sir Colin Davis","Sibelius: The Complete Symphonies, Vol.1 (2 CDs)",482000,1995-01-01,"post-romantic era, american orchestra, finnish classical, classical, orchestra, impressionism, orchestral performance, classical performance",False,0,0.144,0.0868,8,-23.338,1,0.0387,0.891,0.904,0.177,0.0737,94.463,3,spotify:track:7xGcLLeK1de0I71lH28DeM,Classical
85,Pini di Roma (The Pines of Rome): III. I pini del Gianiclo,"Ottorino Respighi, Orchestra dell' Accademia Nazionale di Santa Cecilia, Roma, Antonio Pappano, Orchestra dell'Accademia Nazionale di Santa Cecilia","Respighi: Fontane di Roma, Pina di Roma, Feste Romane & Il Tramonto",462162,2007-06-27,"early modern classical, post-romantic era, italian orchestra, italian romanticism, classical, opera, neoclassicism, impressionism, orchestral performance, classical performance",False,57,0.0754,0.0102,4,-35.69,1,0.0464,0.901,0.106,0.0817,0.0331,81.324,4,spotify:track:5CfxpBCYwfB17MMgARumHl,Classical
86,"Cello Concerto No.1, Op.107: 1. Allegretto","Dmitri Shostakovich, Heinrich Schiff, Bavarian Radio Symphony Orchestra, Maxim Shostakovich",Shostakovich: Cello Concertos Nos.1 & 2,359667,1985-01-01,"russian modern classical, compositional ambient, german orchestra, classical, orchestra, radio symphony, classical cello, classical performance",False,0,0.463,0.162,7,-24.484,0,0.045,0.963,0.825,0.0943,0.374,125.514,4,spotify:track:7dchPojQcmY6eMBFJAo64i,Classical
87,"Schumann: Widmung, Op. 25 No. 1 (Arr. Liszt, S. 566a)","Robert Schumann, Martin James Bartlett",Love and Death - Widmung (Liebeslied),239333,2019-04-12,"early romantic era, german romanticism, british classical piano, classical",False,7,0.357,0.0464,8,-20.868,1,0.0434,0.992,0.859,0.109,0.0417,69.859,3,spotify:track:5U7T2widXE5MqoQ6dmi3O9,Classical
88,Pictures At An Exhibition: The Hut On Fowl's Legs (Baba-Yaga),"Modest Mussorgsky, Orchestre Symphonique de Montréal, Charles Dutoit",Mussorgsky: Pictures at an Exhibition,204093,1987-01-01,"late romantic era, russian romanticism, orchestra, orchestral performance, classical performance",False,0,0.253,0.177,7,-19.525,1,0.0346,0.894,0.573,0.668,0.242,89.052,4,spotify:track:3QN7ups1LvVMASAe94yEEx,Classical
89,"Ravel: Miroirs, M. 43: IV. Alborada del gracioso","Maurice Ravel, Bertrand Chamayou",Ravel: Complete Works for Solo Piano,372347,2016-01-15,"early modern classical, post-romantic era, classical, french classical piano, neoclassicism, impressionism, classical piano",False,43,0.413,0.135,2,-23.277,1,0.0436,0.994,0.902,0.0823,0.0715,145.802,3,spotify:track:68Faz6Nc9UnWuOz1oC2DEv,Classical
90,Hedwig's Theme,John Williams,Harry Potter and The Sorcerer's Stone Original Motion Picture Soundtrack,309093,2001-10-30,soundtrack,False,62,0.156,0.162,2,-17.101,0,0.036,0.897,0.691,0.111,0.077,73.407,4,spotify:track:1n8NKQRg8LVHy7oUhUgbFF,Classical
91,Carmina Burana: I. O Fortuna,"Carl Orff, London Symphony Chorus, London Symphony Orchestra, Richard Hickox",Orff: Carmina Burana,167640,2005-01-01,"early modern classical, classical, orchestra, orchestral performance, british choir, british orchestra, classical performance",False,46,0.339,0.0937,2,-20.267,1,0.0394,0.931,0.293,0.252,0.458,123.048,3,spotify:track:0qFZYO72iBOhW7X6KbL44Q,Classical
92,"Delius: 2 Pieces for Small Orchestra: No. 1, On Hearing the First Cuckoo in Spring","Frederick Delius, Vernon Handley, London Philharmonic Orchestra",The Lark Ascending collection,349760,2012-03-05,"early modern classical, post-romantic era, classical, orchestra, impressionism, orchestral performance, british orchestra",False,55,0.0716,0.0408,7,-28.284,1,0.0399,0.851,0.901,0.0844,0.0377,77.047,4,spotify:track:2dEbRirkEtImY7HdYxrgRS,Classical
93,"St. Matthew Passion, BWV 244 / Part Two: ""Erbarme dich""","Johann Sebastian Bach, Anne Sofie von Otter, Chicago Symphony Orchestra, Sir Georg Solti","Bach, J.S. St. Matthew Passion - Arias & Choruses",423107,1987-01-01,"american orchestra, early music, classical, german baroque, opera, baroque, orchestra, orchestral performance, classical mezzo-soprano, choral, classical performance",False,43,0.24,0.0648,4,-25.208,0,0.0426,0.935,0.0272,0.258,0.0771,95.286,3,spotify:track:58Q96yWnuBqlKEGd2vGyAg,Classical
94,Appalachian Spring: VII. Doppio movimento,"Aaron Copland, Leonard Bernstein, New York Philharmonic","Copland: Appalachian Spring, Rodeo, Billy the Kid & Fanfare for the Common Man",183267,1960-01-01,"early modern classical, american orchestra, classical, orchestra, american modern classical, orchestral performance, classical performance",False,46,0.186,0.124,1,-15.271,1,0.0434,0.978,0.865,0.111,0.248,77.903,4,spotify:track:6vS8JCT9WqTFeAuu8smjRF,Classical
95,Now Sleeps The Crimson Petal (Four Madrigals On Rose Texts): Now Sleeps The Crimson Petal,"Paul Mealor, Tenebrae, Nigel Short",A Tender Light,197400,2011-01-01,"chamber choir, british choir, choral, british contemporary classical, 21st century classical",False,0,0.161,0.0144,6,-30.883,1,0.0365,0.986,0.117,0.0836,0.0336,82.646,4,spotify:track:2sTUcyPMXztxu2Y1DuxDZx,Classical
96,Nascence,Austin Wintory,Journey (Original Video Game Soundtrack),106960,2012-04-10,"video game music, soundtrack, scorecore, indie game soundtrack, japanese vgm",False,0,0.203,0.112,11,-18.029,0,0.0418,0.936,0.935,0.126,0.0374,72.483,4,spotify:track:6zcP5A5Xv6bvCUpwXrswKa,Classical
97,"Symphony No. 9 in E Minor, Op. 95 ""From the New World"": II. Largo - Live","Antonín Dvořák, London Symphony Orchestra, Sir Colin Davis","Dvořák: Symphony No. 9 ""From the New World"" (Live)",775307,2000-01-01,"late romantic era, classical, orchestra, orchestral performance, czech classical, british orchestra, classical performance",False,44,0.154,0.00261,1,-36.267,1,0.0419,0.89,0.763,0.125,0.0366,83.549,4,spotify:track:3jLcwFns5S9OYQojN8XAkJ,Classical
98,"Carmen, Act I: No.5 Habanera : L'amour est un oiseau rebelle (Carmen/Cigarières/Jeunes gens/Dragons)","Georges Bizet, Angela Gheorghiu, Michel Plasson, Wolff, Orchestre National Du Capitole De Toulouse",Bizet : Carmen,275467,2003-02-25,"late romantic era, french orchestra, french opera, classical, opera, orchestral performance, classical soprano, french romanticism",False,49,0.364,0.0592,2,-21.757,1,0.057,0.978,0.0,0.0823,0.185,123.789,4,spotify:track:3pzBD8BVdrv7VJ7glRYshl,Classical
99,"Violin Concerto No.1 in G minor, Op.26: 1. Vorspiel (Allegro moderato)","Max Bruch, Julia Fischer, Tonhalle Orchester Zürich, David Zinman",Bruch & Dvorak Violin Concertos,473893,2013-01-01,"late romantic era, violin, classical, orchestra, orchestral performance, german romanticism, classical performance",False,42,0.169,0.0974,3,-21.414,1,0.042,0.864,0.632,0.087,0.0524,170.379,5,spotify:track:3uLsZpdHrJsR9AjrrxMI66,Classical
100,Largo al factotum,"Gioachino Rossini, Simon Keenlyside, Ulf Schirmer",Tales Of Opera,295973,2006-09-01,"italian opera, italian romanticism, classical, opera, classical baritone",False,44,0.379,0.251,0,-15.488,1,0.0991,0.986,0.0122,0.094,0.335,73.316,4,spotify:track:5W7IiH2jDV6q6EQwBkq8ld,Classical
101,"Cello Concerto In B Minor, Op.104, B. 191: 1. Allegro","Antonín Dvořák, Mstislav Rostropovich, Berliner Philharmoniker, Herbert von Karajan",Dvorák: Cello Concerto / Tchaikovsky: Variations on a Rococo Theme,942000,1995-01-01,"late romantic era, german orchestra, classical, orchestra, orchestral performance, classical cello, czech classical, classical performance",False,0,0.231,0.133,2,-20.274,1,0.0437,0.963,0.659,0.135,0.0564,122.239,4,spotify:track:0neipEnwEzyd66aUqUsg5P,Classical
102,"Nocturne No. 2 in E-Flat Major, Op. 9 No. 2","Frédéric Chopin, Vladimir Ashkenazy",Chopin Favourites,248933,1990-01-01,"early romantic era, polish classical, russian classical piano, classical, classical performance",False,47,0.411,0.0487,10,-25.68,1,0.0383,0.985,0.918,0.0944,0.101,128.859,1,spotify:track:2TB6PQkgnw9rrFRK4VOOrC,Classical
103,An American in Paris,"George Gershwin, James Thomson, Orchestre Symphonique de Montréal, Charles Dutoit",Gershwin: An American In Paris; Rhapsody in Blue,1141000,1989-05-01,"early modern classical, classical, orchestra, american modern classical, orchestral performance, tin pan alley, classical performance",False,0,0.206,0.284,5,-16.033,1,0.0393,0.856,0.782,0.57,0.0872,133.603,4,spotify:track:4Fp4jZBAglz4C6BcnPqIi6,Classical
104,Speaking Unto Nations (Beethoven Symphony no 7 - II ),"Ludwig van Beethoven, Terry Davies, Members Of The London Symphony Orchestra",The King's Speech OST,302987,2010-01-01,"early romantic era, german romanticism, classical era, classical",False,50,0.093,0.0249,4,-20.74,0,0.0463,0.513,0.805,0.0831,0.0365,79.369,3,spotify:track:4EcOBeGY1r0j26Z8FJ1nVZ,Classical
105,"Trumpet Concerto in D Major, TWV 51:D7: I. Adagio","Georg Philipp Telemann, Niklas Eklund, Drottningholm Baroque Ensemble, Nils-Erik Sparf","Baroque Trumpet (The Art Of The), Vol. 1",119627,1995-01-01,"baroque brass, historically informed performance, violin, classical trumpet, early music, classical, german baroque, baroque, baroque ensemble",False,43,0.176,0.132,1,-16.932,1,0.0408,0.953,0.586,0.0886,0.0835,74.287,4,spotify:track:7x5ULIYm82gnWvhYCXfzyj,Classical
106,"Cavatina (From ""The Deer Hunter"")","Stanley Myers, Lars Hannibal",Soft Classical Music for Sleeping,204007,2019-05-24,,False,44,0.366,0.0433,4,-30.56,1,0.0416,0.99,0.903,0.085,0.356,88.452,4,spotify:track:7FTzC8srNaQ0fTNOCyPeib,Classical
107,"Rhapsodie Orientale, Op.29: 1. Andante","Alexander Glazunov, Orchestre Symphonique de Montréal, Charles Dutoit",Rhapsodies,272440,1996-01-01,"russian romanticism, post-romantic era, orchestra, orchestral performance, classical performance",False,43,0.0989,0.0176,1,-30.951,1,0.042,0.978,0.651,0.0763,0.0351,89.327,3,spotify:track:3gEyQ5y2NvIaqfTG4VU98n,Classical
108,"Variations on a Rococo Theme, Op. 33 for cello and orchestra: Var. VI: Andante","Pyotr Ilyich Tchaikovsky, Jean-Guihen Queyras, Jiří Bělohlávek, BBC Symphony Orchestra","Elgar: Cello Concerto, Op. 85 - Tchaikovsky: Variations on a Rococo Theme Op. 33",156573,2013-09-23,"late romantic era, russian romanticism, classical, orchestra, theme, orchestral performance, classical cello, british orchestra, classical performance",False,59,0.204,0.0305,2,-31.159,1,0.0462,0.965,0.268,0.111,0.0394,114.214,5,spotify:track:123zFAGx0F5ScgrLrCWGDX,Classical
109,Ombra Mai Fu,Malena Ernman,La Voix Du Nord,176547,2009-07-01,"classic swedish pop, europop, operatic pop",False,0,0.132,0.195,5,-16.485,1,0.0451,0.558,0.406,0.108,0.0492,163.425,4,spotify:track:29ym283kpgDLDvpHkBFmFN,Classical
110,St. Paul's Suite : 3. Intermezzo: Andante con moto,"Gustav Holst, Christopher Hogwood, Saint Paul Chamber Orchestra",Holst - Masterpieces,250253,2016-09-29,"early modern classical, historically informed performance, british modern classical, post-romantic era, american orchestra, classical, chamber orchestra, orchestral performance, classical performance",False,2,0.251,0.0657,4,-20.757,0,0.0449,0.66,0.845,0.114,0.15,133.095,3,spotify:track:6oaSX9Q0uZi8x6DttspP5D,Classical
111,"Violin Concerto In E Minor, Op.64, MWV O14: 1. Allegro molto appassionato","Felix Mendelssohn, Kyung Wha Chung, Orchestre Symphonique de Montréal, Charles Dutoit",Mendelssohn: Violin Concerto / Bruch: Violin Concerto / Scottish Fantasy,730667,1982-01-01,"early romantic era, korean classical performance, violin, classical, orchestra, orchestral performance, german romanticism, classical performance",False,0,0.278,0.151,4,-19.607,0,0.042,0.917,0.122,0.273,0.167,99.212,4,spotify:track:2mPd1593fOWtbSGqA0VVcS,Classical
112,The Godfather: V. Love Theme,"Nino Rota, Riccardo Muti, Milan La Scala Philharmonic Orchestra",Nino Rota - Musica E Sogno,170400,1997-01-01,"soundtrack, vintage italian soundtrack, classic soundtrack, opera, orchestral performance, italian soundtrack, classical performance",False,50,0.099,0.0567,1,-20.712,1,0.0398,0.96,0.81,0.104,0.0456,82.744,4,spotify:track:3Ii2KG3YLrC0KNbuJKAFj2,Classical
113,"The Nutcracker, Op.71, TH.14 / Act 2: No. 12b Coffee (Arabian Dance)","Pyotr Ilyich Tchaikovsky, Mariinsky Orchestra, Valery Gergiev",Tchaikovsky: The Nutcracker,191160,1998-10-05,"late romantic era, russian romanticism, russian orchestra, classical, orchestra, orchestral performance, classical performance",False,0,0.156,0.00709,7,-34.153,0,0.0382,0.941,0.799,0.0986,0.041,97.925,3,spotify:track:5eQKtxGSPvl9NEPXAuzzTJ,Classical
114,Nimrod (Lux Aeterna),"Edward Elgar, Voces8",Lux,232667,2015-01-01,"vocal ensemble, late romantic era, british modern classical, contemporary choir, classical, victorian britain, british choir, choral",False,44,0.0987,0.0949,1,-21.002,1,0.0441,0.993,0.353,0.0847,0.0363,174.606,4,spotify:track:0URENFI2Nk9oVMdhz4SQKM,Classical
115,"Serenade for Strings in E Major, Op. 22, B. 52: II. Tempo di valse","Antonín Dvořák, Prague Chamber Orchestra, Petr Skvor","Dvořák: Serenade for Strings, Czech Suite",432533,1991-01-01,"late romantic era, czech classical, classical, chamber orchestra",False,59,0.0,0.0842,9,-19.397,1,0.0,0.755,0.889,0.262,0.0,0.0,0,spotify:track:3sAYxq1986j3ydqLv6jwUJ,Classical
116,"Symphony No. 6 in F Major, Op. 68 ""Pastoral"": I. Awakening of Cheerful Feelings Upon Arrival in the Country: Allegro ma non troppo","Ludwig van Beethoven, Bavarian Radio Symphony Orchestra, Mariss Jansons","Beethoven: Symphony No. 6 in F Major, Op. 68 ""Pastoral"" - Kancheli: Dixi",716933,2015-10-02,"early romantic era, german orchestra, classical, orchestra, orchestral performance, radio symphony, classical era, german romanticism, classical performance",False,47,0.302,0.0355,0,-24.074,1,0.0363,0.932,0.304,0.043,0.186,115.104,4,spotify:track:408VC5UfnAh3Uhl0RQpbkA,Classical
117,Concerto in F: 3. Allegro agitato,"George Gershwin, Riccardo Chailly, Stefano Bollani, Gewandhausorchester Leipzig",Gershwin: Rhapsody in Blue; Piano Concerto in F; Catfish Row etc,389173,2010-01-01,"early modern classical, italian jazz, german orchestra, italian contemporary jazz, classical, orchestra, american modern classical, orchestral performance, modern jazz piano, tin pan alley, classical performance",False,0,0.381,0.263,10,-13.643,1,0.0345,0.972,0.752,0.275,0.381,139.469,4,spotify:track:6tw1Y3433P1soutA3ofgPU,Classical
118,Orfeo Ed Euridice: Dance Of The Blessed Spirits (Act 2),"Christoph Willibald Gluck, Karlheinz Zoeller, Berliner Philharmoniker, Herbert von Karajan",Albinoni: Adagio in G minor / Pachelbel: Canon,410160,1984-01-01,"german orchestra, early music, classical, orchestra, galante era, orchestral performance, classical era, classical performance, classical flute",False,50,0.203,0.0641,5,-27.51,1,0.0529,0.972,0.94,0.101,0.0978,73.105,3,spotify:track:6GDuB7BvASYD9JePYvOEX1,Classical
119,Fratres - For 12 Celli,"Arvo Pärt, Die 12 Cellisten der Berliner Philharmoniker",Arvo Pärt: Tabula Rasa,709667,1984-01-01,"minimalism, compositional ambient, classical, baltic classical, contemporary classical, classical cello",False,0,0.11,0.0291,0,-20.525,1,0.0411,0.97,0.746,0.134,0.0297,75.137,4,spotify:track:4gIpYn3mS4jrlIVBRaEDHq,Classical
120,"Comptine d'un autre été, l'après-midi",Yann Tiersen,Amélie (Original Soundtrack),140733,2001-04-23,"compositional ambient, bow pop, french soundtrack",False,56,0.484,0.192,2,-15.378,1,0.0465,0.991,0.908,0.106,0.0559,100.084,4,spotify:track:4O2N861eOnF9q8EtpH8IJu,Classical
121,"Trois chansons, M.69: 2. Trois beaux oiseaux du Paradis","Maurice Ravel, Nicola Jenkin, Susan Gritton, Nicolas Robertson, Julian Clarkson, The Monteverdi Choir, John Eliot Gardiner",Fauré: Requiem / Debussy: Trois chansons de Charles d'Orléans / Saint-Saëns: Calme des nuits,201000,1994-01-01,"early modern classical, post-romantic era, classical, neoclassicism, impressionism, british choir, classical soprano, orchestral performance, choral, classical performance",False,44,0.201,0.0113,8,-37.468,1,0.0447,0.971,0.000853,0.0678,0.0387,128.673,1,spotify:track:3U34uG4BRoMb0lrlrOhtxC,Classical
122,"Organ Sonata No. 4, BWV 528: 2. Andante [Adagio] (Transcr. by August Stradal)","Johann Sebastian Bach, Víkingur Ólafsson",Johann Sebastian Bach,326520,2018-09-07,"compositional ambient, early music, classical, german baroque, nordic classical piano, baroque, classical piano",False,56,0.384,0.0414,11,-23.019,0,0.0378,0.992,0.897,0.0684,0.0618,71.224,4,spotify:track:5Pl2CXDkaP6WEnJ0bpKGOm,Classical
123,Jazz Suite No.2: 4. Waltz I,"Dmitri Shostakovich, Concertgebouworkest, Riccardo Chailly",Shostakovich: The Jazz Album,204373,1992-12-01,"russian modern classical, compositional ambient, classical, orchestra, orchestral performance, classical performance",False,45,0.23,0.2,10,-18.457,1,0.0404,0.931,0.934,0.0855,0.185,103.923,4,spotify:track:18ZnvEB9bxLnvSogWRek79,Classical
124,Solomon HWV 67 / Act 3: The Arrival Of The Queen Of Sheba,"George Frideric Handel, Academy of St. Martin in the Fields, Sir Neville Marriner",The Essential Handel,191493,1995-01-01,"early music, classical, german baroque, chamber orchestra, baroque, orchestral performance, british orchestra, english baroque, classical performance",False,47,0.625,0.351,10,-15.884,1,0.0423,0.878,0.938,0.0569,0.794,116.961,4,spotify:track:1bTXAKwE2Hztv13xTAhMQB,Classical
125,"4 Impromptus, Op.90, D.899: No.4 in A Flat Major: Allegretto","Franz Schubert, Radu Lupu",Schubert: Impromptus Opp.90 & 142,497773,1983-01-01,"early romantic era, classical, classical era, romanian classical piano, classical performance, classical piano",False,0,0.343,0.0209,8,-27.015,1,0.0398,0.987,0.922,0.126,0.0393,125.242,3,spotify:track:1M2RkUUJ9wXRsW3jN1MCHS,Classical
126,String Quartet: I. Modere,"Germaine Tailleferre, Fanny Mendelssohn Quartet",Tailleferre: Kammermusik,147040,2012-09-04,"string quartet, early modern classical, streichquartett, impressionism",False,48,0.262,0.107,4,-17.973,1,0.0448,0.959,0.463,0.195,0.136,76.65,4,spotify:track:2Cc5z5swQrDqZiyCkZ0TnF,Classical
