,title,artists,album,duration_ms,release_date,artist_genres,explicit,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,uri,genre
80,Ski,"Young Stoner Life, Young Thug, Gunna",Slime Language 2,152333,2021-04-16,"atl trap, gangster rap, melodic rap, rap, hip hop, atl hip hop, pop rap, trap",True,81,0.953,0.621,8,-7.638,0,0.221,0.017,0.0,0.0398,0.883,123.016,4,spotify:track:6755DFiZ7CWe2WMdTGW5C1,Hip-Hop-Rap
81,"His & Hers (feat. Don Toliver, Lil Uzi Vert & Gunna)","Internet Money, Gunna, Don Toliver, Lil Uzi Vert","His & Hers (feat. Don Toliver, Lil Uzi Vert & Gunna)",224042,2021-05-13,"melodic rap, rap, philly rap, hip hop, atl hip hop, pop rap, trap",True,81,0.792,0.707,7,-5.218,0,0.0623,0.116,0.0,0.12,0.408,134.997,4,spotify:track:2IePEfMAtqWS6rLXXFZIgI,Hip-Hop-Rap
82,Final Warning,NLE Choppa,Final Warning,156895,2021-04-30,memphis hip hop,True,78,0.847,0.912,11,-3.129,1,0.257,0.0781,0.0,0.142,0.88,81.486,4,spotify:track:3LVcKphzONOdQ2EATazlZq,Hip-Hop-Rap
83,Real As It Gets (feat. EST Gee),"Lil Baby, EST Gee",Real As It Gets (feat. EST Gee),192804,2021-03-04,"atl trap, rap, kentucky hip hop, atl hip hop, trap",True,79,0.779,0.705,6,-5.891,0,0.163,0.00471,0.0,0.0971,0.196,140.005,4,spotify:track:7eX3um6NpOQKWJMGCi97XD,Hip-Hop-Rap
84,Company (feat. Future),"24kGoldn, Future",El Dorado,213080,2021-03-26,"southern hip hop, rap, cali rap, atl hip hop, pop rap, trap",True,79,0.831,0.727,8,-3.657,0,0.169,0.447,0.0,0.111,0.703,125.068,4,spotify:track:3JVTsvTldB6arHVlmxmTnM,Hip-Hop-Rap
85,Tampa,Cico P,Sweet Union,176160,2019-10-31,,True,81,0.888,0.408,8,-10.162,0,0.487,0.164,0.0,0.0912,0.742,77.029,4,spotify:track:5jc4Qcs98R4ZDku8ictuE3,Hip-Hop-Rap
86,What You Need,Don Toliver,What You Need,217609,2021-05-04,"trap, rap",True,80,0.664,0.655,10,-7.327,0,0.0461,0.059,2.4e-05,0.17,0.13,129.987,4,spotify:track:6LcX2hBbXaJcK4AuefE936,Hip-Hop-Rap
87,a m a r i,J. Cole,The Off-Season,148421,2021-05-14,"north carolina hip hop, conscious hip hop, rap",True,87,0.725,0.713,4,-6.173,0,0.187,0.127,0.0,0.617,0.207,65.988,4,spotify:track:2cnKST6T9qUo2i907lm8zX,Hip-Hop-Rap
88,Big Gangsta,Kevin Gates,Big Gangsta,243463,2021-03-26,"trap, southern hip hop, baton rouge rap, rap",True,77,0.879,0.574,10,-5.602,0,0.391,0.519,8.76e-06,0.144,0.346,144.911,4,spotify:track:03ERnTvSV5fy8WAyvA4uNP,Hip-Hop-Rap
89,"Switch it Up (feat. G Herbo, No More Heroes)","Pooh Shiesty, G Herbo, No More Heroes",Shiesty Season - Spring Deluxe,168649,2021-05-21,"memphis hip hop, chicago drill, southern hip hop, rap, tennessee hip hop, chicago rap, drill, trap",True,72,0.443,0.731,0,-4.997,1,0.255,0.289,0.0,0.207,0.956,147.818,4,spotify:track:06BY7fb0Ztz7f7JPRWSBZ3,Hip-Hop-Rap
90,Killer (feat. Jack Harlow & Cordae) - Remix,"Eminem, Jack Harlow, Cordae",Killer (feat. Jack Harlow & Cordae) [Remix],236666,2021-05-28,"rap, hip hop, dmv rap, underground hip hop, vapor trap, detroit hip hop, kentucky hip hop, deep underground hip hop, pop rap, trap",True,75,0.924,0.73,11,-6.125,0,0.274,0.0525,0.0,0.113,0.848,99.01,4,spotify:track:7zl7kehxesNEo2pYkKXTSe,Hip-Hop-Rap
91,What’s Next,Drake,Scary Hours 2,178154,2021-03-05,"canadian pop, rap, hip hop, canadian hip hop, toronto rap, pop rap",True,86,0.781,0.594,0,-6.959,0,0.0485,0.0136,0.0,0.162,0.0628,129.895,4,spotify:track:3aQem4jVGdhtg116TmJnHz,Hip-Hop-Rap
92,734,Juice WRLD,Goodbye & Good Riddance (Anniversary Edition),196147,2021-05-28,"melodic rap, chicago rap",True,76,0.663,0.545,2,-3.93,0,0.036,0.123,0.0,0.106,0.344,78.452,4,spotify:track:6vB8bdQCCTDDIH8fhRfuXA,Hip-Hop-Rap
93,Emergency (feat. Gunna & Young Thug),"21 Savage, Gunna, Young Thug",Spiral: From The Book of Saw Soundtrack,177280,2021-05-14,"atl trap, gangster rap, melodic rap, rap, hip hop, atl hip hop, pop rap, trap",True,72,0.754,0.817,2,-5.283,1,0.254,0.073,0.0,0.379,0.269,142.783,4,spotify:track:4ZkQ2t966y0fmTW6TWNwR2,Hip-Hop-Rap
94,24 Hours (feat. Lil Durk),"A Boogie Wit da Hoodie, Lil Durk",24 Hours (feat. Lil Durk),205702,2021-05-21,"chicago drill, melodic rap, southern hip hop, rap, hip hop, chicago rap, drill, pop rap, trap",True,75,0.586,0.474,2,-9.21,0,0.18,0.334,0.0,0.118,0.146,91.105,4,spotify:track:0YH1xT3Z7wR6dZyaCwSziK,Hip-Hop-Rap
95,WHOLE LOTTA MONEY,BIA,FOR CERTAIN,156005,2020-12-11,"rap latina, trap queen, escape room",True,80,0.897,0.371,1,-5.019,1,0.368,0.0904,0.0,0.325,0.441,81.008,4,spotify:track:5yorXJWdBan1Vlh116ZtQ7,Hip-Hop-Rap
96,Twerkulator,City Girls,Twerkulator,138542,2021-05-21,"dance pop, r&b, scam rap, pop, trap queen, pop rap",True,75,0.895,0.469,1,-5.882,1,0.0661,0.0012,4.56e-05,0.192,0.076,126.917,4,spotify:track:2Ty7EDf9XLYzEUqEIwJfDC,Hip-Hop-Rap
97,Rule #1 (feat. Lil Yachty),"DDG, OG Parker, Lil Yachty",Die 4 Respect,154718,2021-03-19,"melodic rap, rap, hip hop, underground hip hop, atl hip hop, trap",True,72,0.938,0.355,1,-7.075,1,0.413,0.0258,0.0,0.118,0.511,134.096,4,spotify:track:2Lr9sAuH6FJooeT0fY1yXB,Hip-Hop-Rap
98,Seeing Green (with Drake & Lil Wayne),"Nicki Minaj, Drake, Lil Wayne",Beam Me Up Scotty,339506,2021-05-14,"new orleans rap, canadian pop, rap, hip hop, post-teen pop, dance pop, pop, canadian hip hop, hip pop, toronto rap, queens hip hop, pop rap, trap",True,81,0.573,0.867,5,-2.876,0,0.168,0.0853,0.0,0.38,0.231,74.861,4,spotify:track:1TZv3bujNaYz646eezRE91,Hip-Hop-Rap
99,Maybach (feat. Future),"42 Dugg, Future",Free Dem Boyz,199093,2021-05-21,"southern hip hop, rap, detroit trap, atl hip hop, pop rap, trap",True,72,0.735,0.446,5,-10.232,1,0.109,0.0071,1.93e-05,0.173,0.121,150.915,4,spotify:track:2Qt8qG9SWPdtRiaWcPNJRm,Hip-Hop-Rap
100,durag activity (with Travis Scott),"Baby Keem, Travis Scott",durag activity (with Travis Scott),225020,2021-04-30,"slap house, rap, hip hop, underground hip hop, trap",True,80,0.89,0.701,0,-5.712,0,0.342,0.00306,3.06e-06,0.0895,0.505,80.462,4,spotify:track:4JJcP0Rv9AgyPD6ZGaC8EE,Hip-Hop-Rap
101,BIG PURR (Prrdd) (feat. Pooh Shiesty),"Coi Leray, Pooh Shiesty",BIG PURR (Prrdd),116760,2021-03-26,"memphis hip hop, southern hip hop, rap, r&b, tennessee hip hop, trap queen, viral rap, trap",True,77,0.774,0.412,1,-8.619,1,0.378,0.026,0.0,0.088,0.38,139.943,4,spotify:track:5byWPNSh2hi0ULmDxBgLyV,Hip-Hop-Rap
102,Richer (feat. Polo G),"Rod Wave, Polo G",SoulFly,190459,2021-03-26,"florida rap, chicago rap",True,80,0.726,0.411,1,-12.929,1,0.0671,0.438,0.0,0.087,0.734,137.905,3,spotify:track:7HsjuVBM93Z2RoxjpWLgTT,Hip-Hop-Rap
103,9 Bridge,"Rowdy Rebel, A Boogie Wit da Hoodie",9 Bridge,147963,2021-05-14,"melodic rap, rap, nyc rap, pop rap, trap",True,71,0.642,0.589,5,-7.392,0,0.302,0.124,0.0,0.0868,0.72,95.543,5,spotify:track:2sHekv6OdEiO4htSjdB9j4,Hip-Hop-Rap
104,Fractions,Nicki Minaj,Beam Me Up Scotty,181690,2021-05-14,"post-teen pop, dance pop, pop, hip pop, queens hip hop, pop rap",True,76,0.924,0.523,0,-6.362,1,0.132,0.011,0.0,0.17,0.144,131.892,4,spotify:track:28PeqNMnFfVQnXvXmyf88G,Hip-Hop-Rap
105,Yucky Blucky Fruitcake,Iamdoechii,Oh The Places You’ll Go,275520,2020-11-27,escape room,True,76,0.597,0.617,8,-7.482,0,0.282,0.463,0.0,0.66,0.889,97.923,4,spotify:track:1j3SdMJfeRJXycCp50boYE,Hip-Hop-Rap
106,Fast (Motion),Saweetie,Fast (Motion),170653,2021-05-07,"post-teen pop, dance pop, pop, cali rap, trap queen, pop rap",True,72,0.882,0.839,4,-3.193,1,0.082,0.156,0.0,0.132,0.71,117.032,4,spotify:track:7zEz7q43xjzbRSUar4yH3m,Hip-Hop-Rap
107,What’s New,Megan Thee Stallion,Good News,155090,2020-11-20,"houston rap, pop rap, trap queen, pop",True,77,0.934,0.873,1,-4.707,1,0.309,0.00488,0.0,0.0832,0.721,139.997,4,spotify:track:3jRHehB5ulTMKfK5WaqDqc,Hip-Hop-Rap
108,White Teeth,YoungBoy Never Broke Again,White Teeth,174684,2021-05-14,"baton rouge rap, trap",True,71,0.638,0.66,3,-7.115,0,0.299,0.246,0.0,0.134,0.738,157.996,4,spotify:track:7iqgrOqAm73cP6Tth6ImjB,Hip-Hop-Rap
109,"Track Star (feat. Chris Brown, A Boogie wit da Hoodie & Yung Bleu)","Mooski, Chris Brown, A Boogie Wit da Hoodie, Yung Bleu","Track Star (feat. Chris Brown, A Boogie wit da Hoodie & Yung Bleu)",221054,2021-05-18,"melodic rap, rap, pop r&b, dance pop, r&b, pop, alabama rap, pop rap, trap",True,73,0.551,0.438,7,-10.297,0,0.187,0.243,0.0,0.0972,0.248,130.814,5,spotify:track:53sTK6KBrvsuqKT9qNpS5d,Hip-Hop-Rap
110,Lay Wit Ya (feat. Duke Deuce),"Isaiah Rashad, Duke Deuce",Lay Wit Ya (feat. Duke Deuce),197387,2021-05-07,"memphis hip hop, southern hip hop, rap, hip hop, underground hip hop, tennessee hip hop, trap",True,74,0.925,0.859,1,-7.335,1,0.196,0.0347,1.86e-06,0.2,0.967,140.034,4,spotify:track:0RlsFYqkOzlg4ZxVQs9YJA,Hip-Hop-Rap
111,Everything Different,"Culture Jam, YoungBoy Never Broke Again, Rod Wave",Everything Different,195000,2021-05-28,"florida rap, baton rouge rap, trap",True,65,0.659,0.714,9,-5.963,1,0.228,0.123,0.0,0.314,0.322,160.007,4,spotify:track:41WFnZg6LOFNnapyT0y2sP,Hip-Hop-Rap
112,Body (Remix) - feat. Jack Harlow,"Tion Wayne, Russ Millions, Jack Harlow",Body (Remix) [feat. Jack Harlow],168511,2021-05-24,"rap, london rap, kentucky hip hop, uk hip hop, deep underground hip hop, pop rap",True,64,0.885,0.68,7,-8.928,1,0.426,0.438,6.5e-06,0.0765,0.752,141.062,4,spotify:track:3bAHX6bcQnRgEdz6xlEmH8,Hip-Hop-Rap
113,Bath Salts (feat. JAY-Z & Nas),"DMX, JAY-Z, Nas",Exodus,180009,2021-05-28,"hardcore hip hop, gangster rap, rap, hip hop, east coast hip hop, conscious hip hop, queens hip hop, pop rap",True,67,0.592,0.682,4,-7.196,0,0.264,0.0466,0.0,0.648,0.301,91.845,4,spotify:track:1T2zBb2omBI30fvIWegMuT,Hip-Hop-Rap
114,Laugh Now Cry Later (feat. Lil Durk),"Drake, Lil Durk",Laugh Now Cry Later (feat. Lil Durk),261493,2020-08-14,"chicago drill, canadian pop, southern hip hop, rap, hip hop, canadian hip hop, toronto rap, chicago rap, drill, pop rap, trap",True,86,0.761,0.518,0,-8.871,1,0.134,0.244,3.47e-05,0.107,0.522,133.976,4,spotify:track:2SAqBLGA283SUiwJ3xOUVI,Hip-Hop-Rap
115,Good News,Mac Miller,Circles,342040,2020-01-17,"hip hop, pittsburgh rap, rap",False,76,0.794,0.32,1,-12.92,0,0.173,0.853,0.134,0.112,0.241,174.088,4,spotify:track:1DWZUa5Mzf2BwzpHtgbHPY,Hip-Hop-Rap
116,Falling Down - Bonus Track,"Lil Peep, XXXTENTACION","Come Over When You're Sober, Pt. 2",196400,2018-11-09,"emo rap, miami hip hop, lgbtq+ hip hop",True,82,0.669,0.574,4,-6.442,0,0.0286,0.0175,0.00294,0.146,0.273,120.013,4,spotify:track:4jvjzW7Hm0yK4LvvE0Paz9,Hip-Hop-Rap
117,i n t e r l u d e,J. Cole,The Off-Season,133022,2021-05-14,"north carolina hip hop, conscious hip hop, rap",True,84,0.77,0.574,1,-5.525,1,0.106,0.0617,0.0,0.104,0.104,98.962,3,spotify:track:08LwMWf5Tcfsd752EPzFV0,Hip-Hop-Rap
118,Phone Numbers,"Dominic Fike, Kenny Beats",Phone Numbers,146827,2019-07-04,"alternative pop rock, underground hip hop, trap, pop",True,73,0.884,0.539,1,-6.389,0,0.208,0.239,0.0,0.0805,0.776,85.008,4,spotify:track:3f9Mzvd3URfbbIJBX4pz9Z,Hip-Hop-Rap
119,Love Me More,Trippie Redd,A Love Letter To You 4,143713,2019-11-22,"melodic rap, trap, rap",True,67,0.638,0.539,10,-5.853,1,0.0504,0.22,0.0,0.241,0.247,83.381,4,spotify:track:6uYgCE2OEulOw5zhHvZsHf,Hip-Hop-Rap
120,Chicago Freestyle (feat. Giveon),"Drake, Giveon",Dark Lane Demo Tapes,220488,2020-05-01,"canadian pop, rap, hip hop, r&b, pop, canadian hip hop, toronto rap, pop rap",True,81,0.735,0.449,10,-7.507,1,0.347,0.629,0.0,0.113,0.0397,122.947,4,spotify:track:4wVOKKEHUJxHCFFNUWDn0B,Hip-Hop-Rap
121,Reminds Me Of You,"Juice WRLD, The Kid LAROI",Reminds Me Of You,158033,2020-12-08,"australian hip hop, melodic rap, chicago rap",True,78,0.613,0.631,4,-6.965,1,0.12,0.0663,0.0,0.169,0.33,149.992,4,spotify:track:5YSHygGN9D0mID1NsVd5my,Hip-Hop-Rap
122,Follow God,Kanye West,JESUS IS KING,104591,2019-10-25,"chicago rap, rap",False,73,0.529,0.9,1,-3.503,1,0.418,0.000248,1.21e-05,0.0426,0.434,180.291,4,spotify:track:2QpGZOhTCHHiKmpSO9FW4h,Hip-Hop-Rap
123,REEL IT IN,Aminé,ONEPOINTFIVE,121347,2018-08-15,"portland hip hop, rap, hip hop, underground hip hop, pop rap",True,76,0.754,0.342,10,-8.677,0,0.0991,0.073,0.0,0.193,0.423,128.981,4,spotify:track:5qHirGR7M9tdm6C17DlzSY,Hip-Hop-Rap
124,on god,"bbno$, Lewis Grant",i don't care at all,194000,2019-11-08,"vapor trap, canadian hip hop, meme rap, dark trap, pop rap",True,56,0.883,0.301,8,-11.48,1,0.111,0.109,0.000457,0.0778,0.363,119.965,4,spotify:track:7a7wbihbtKPnMCq17iECek,Hip-Hop-Rap
125,GO (feat. Juice WRLD),"The Kid LAROI, Juice WRLD",GO (feat. Juice WRLD),183947,2020-06-12,"australian hip hop, melodic rap, chicago rap",True,67,0.544,0.744,6,-5.007,1,0.0889,0.185,0.0,0.336,0.572,73.699,4,spotify:track:2t7D3y0jvYjR8IP9Bosyew,Hip-Hop-Rap
126,Lion King On Ice,J. Cole,Lewis Street,210587,2020-07-22,"north carolina hip hop, conscious hip hop, rap",True,69,0.732,0.663,6,-7.616,0,0.192,0.0819,0.0,0.115,0.227,139.964,4,spotify:track:1ZvBVbsaNqHEP6ymXaPGlj,Hip-Hop-Rap
127,Rich Nigga Problems,A$AP Rocky,Judas and the Black Messiah: The Inspired Album,217294,2021-02-12,"hip hop, rap, trap, east coast hip hop",True,59,0.652,0.56,5,-7.825,0,0.411,0.103,0.0,0.448,0.589,74.643,4,spotify:track:3EwSEyZNGySU5H0Ve1QIWQ,Hip-Hop-Rap
128,Martin & Gina,Polo G,THE GOAT,132833,2020-05-15,chicago rap,True,87,0.832,0.534,1,-7.813,0,0.253,0.345,0.0,0.165,0.116,93.924,4,spotify:track:1VLtjHwRWOVJiE5Py7JxoQ,Hip-Hop-Rap
129,Woodlawn,Aminé,Limbo,143153,2020-08-07,"portland hip hop, rap, hip hop, underground hip hop, pop rap",True,65,0.784,0.586,10,-5.148,1,0.057,0.159,0.0,0.183,0.824,113.973,4,spotify:track:4FFC7McrnnwAWKbAqbckTP,Hip-Hop-Rap
130,Wishing Well,Juice WRLD,Legends Never Die,194621,2020-07-10,"melodic rap, chicago rap",True,8,0.65,0.613,9,-6.13,0,0.128,0.00336,0.0,0.267,0.0804,149.972,4,spotify:track:6o3QUC5oAE4g6WxRIFcZtb,Hip-Hop-Rap
131,80 Proof,Eric Reprid,Cold World,166671,2020-12-21,"asian american hip hop, bc underground hip hop",True,48,0.649,0.634,7,-5.818,1,0.145,0.397,0.0,0.111,0.278,162.027,4,spotify:track:34XhfQkqHG9I6wkbjUGhyq,Hip-Hop-Rap
132,Emotions,Ollie,Emotions,165232,2021-03-12,"emo rap, pop r&b, sad rap, indie cafe pop",True,53,0.538,0.454,7,-9.607,1,0.414,0.044,0.0,0.097,0.514,72.53,4,spotify:track:6V7RtcUxs1iLhI5L42EQO6,Hip-Hop-Rap
133,Babushka Boi,A$AP Rocky,Babushka Boi,187105,2019-08-28,"hip hop, rap, trap, east coast hip hop",True,71,0.897,0.743,10,-5.446,0,0.222,0.304,4.44e-05,0.137,0.905,134.979,4,spotify:track:643PW82aBMUa1FiWi5VQY7,Hip-Hop-Rap
134,Good Day,iann dior,Good Day,116364,2020-01-24,"melodic rap, pop rap",True,64,0.715,0.639,9,-6.947,1,0.105,0.627,0.0,0.0905,0.443,82.466,4,spotify:track:5pBQDRgfbV6lhuwlvWEftN,Hip-Hop-Rap
135,PTSD,"G Herbo, Juice WRLD, Lil Uzi Vert, Chance the Rapper",PTSD,232065,2020-02-28,"chicago drill, melodic rap, southern hip hop, rap, philly rap, hip hop, conscious hip hop, chicago rap, drill, pop rap, trap",True,70,0.883,0.808,1,-3.158,0,0.183,0.0317,0.0,0.207,0.805,119.012,4,spotify:track:3jT2LKH0RSbQ8jIUNFzXm5,Hip-Hop-Rap
136,IDWK,"347aidan, Kenny Beats",IDWK,123429,2021-01-25,"underground hip hop, sad rap, trap",False,63,0.852,0.307,9,-10.275,1,0.298,0.403,0.0,0.236,0.727,140.08,4,spotify:track:3awnZSyvKdi7rBLttHk36K,Hip-Hop-Rap
137,I,Lil Skies,Shelby,181891,2019-03-01,"rap, melodic rap, trap, pop rap",True,74,0.649,0.453,6,-7.28,1,0.085,0.627,0.0,0.116,0.431,99.183,4,spotify:track:4ZT9FnbFu1PaBfV3itxiqT,Hip-Hop-Rap
138,GRoCERIES,"Chance the Rapper, TisaKorean, Murda Beatz",GRoCERIES,226846,2019-05-17,"houston rap, canadian trap, rap, hip hop, canadian hip hop, conscious hip hop, chicago rap, pop rap, viral rap",False,59,0.906,0.596,0,-5.88,0,0.243,0.0578,0.0,0.109,0.701,144.038,4,spotify:track:0yFvWTLs3iIwDbc91noXGT,Hip-Hop-Rap
139,Smile (with The Weeknd),"Juice WRLD, The Weeknd",Legends Never Die,196180,2020-07-10,"melodic rap, canadian pop, pop, chicago rap, canadian contemporary r&b",True,77,0.694,0.685,6,-6.535,0,0.133,0.224,0.0,0.124,0.306,158.831,4,spotify:track:6wQlQrTY5mVS8EGaFZVwVF,Hip-Hop-Rap
140,Holding On,iann dior,Holding On,126444,2020-11-20,"melodic rap, pop rap",True,72,0.706,0.76,8,-4.702,1,0.0369,0.0599,1.46e-06,0.202,0.564,95.499,4,spotify:track:6CN7FuZ7o1xle9TNxApGeQ,Hip-Hop-Rap
141,"T.D (Lil Yachty & Tierra Whack feat. A$AP Rocky & Tyler, The Creator)","Lil Yachty, Tierra Whack, A$AP Rocky, Tyler, The Creator",Lil Boat 3,232839,2020-05-29,"melodic rap, rap, escape room, hip hop, underground hip hop, east coast hip hop, atl hip hop, indie soul, alternative r&b, trap",True,68,0.784,0.632,10,-6.083,0,0.347,0.156,0.0,0.605,0.746,124.603,4,spotify:track:0gO3E51A3fqp0ypJ26QbVP,Hip-Hop-Rap
142,Alone,Night Lovell,Alone,130000,2020-09-18,"canadian trap, underground hip hop, ottawa rap, canadian hip hop, dark trap",True,25,0.829,0.609,10,-10.008,1,0.059,0.0108,0.261,0.11,0.696,143.97,4,spotify:track:7CwPDvjGUUyPSJK8HudIlO,Hip-Hop-Rap
143,Space Cadet (feat. Gunna),"Metro Boomin, Gunna",NOT ALL HEROES WEAR CAPES,203267,2018-11-02,"melodic rap, southern hip hop, rap, hip hop, atl hip hop, pop rap, trap",True,0,0.901,0.464,5,-9.789,0,0.0645,0.368,1.71e-05,0.238,0.638,109.004,4,spotify:track:5gub2bpJRgJP4m4MliqtdV,Hip-Hop-Rap
144,a lot,21 Savage,i am > i was (Deluxe),288624,2018-12-24,"atl hip hop, trap, rap",True,56,0.837,0.636,1,-7.643,1,0.086,0.0395,0.00125,0.342,0.274,145.972,4,spotify:track:3WXJOVqIyZKSkdLa82PF0L,Hip-Hop-Rap
145,Epidemic,Polo G,Epidemic,177273,2020-09-25,chicago rap,True,76,0.616,0.617,1,-8.431,1,0.52,0.128,0.0,0.177,0.476,175.929,4,spotify:track:170DNUSnQRp1tGpppF26pA,Hip-Hop-Rap
146,20/20,Lil Tjay,20/20,230448,2020-01-01,"nyc rap, brooklyn drill, melodic rap",True,69,0.886,0.336,4,-12.779,1,0.239,0.557,0.0,0.0933,0.536,100.044,4,spotify:track:4Hqh0dS4x07zuRw6eBTO7p,Hip-Hop-Rap
147,Candy (feat. Trippie Redd),"Machine Gun Kelly, Trippie Redd",Hotel Diablo,156719,2019-07-05,"melodic rap, rap, ohio hip hop, pop rap, trap",True,76,0.744,0.638,5,-4.86,0,0.049,0.00829,0.0,0.182,0.48,98.019,4,spotify:track:37AGgp9VP8TVJBfEat74Bj,Hip-Hop-Rap
148,Perfect,Logic,No Pressure,100291,2020-07-24,"rap, hip hop, conscious hip hop, dmv rap, pop rap",True,71,0.769,0.829,0,-5.228,1,0.0661,0.00948,6.65e-05,0.301,0.648,159.943,4,spotify:track:5jbDih9bLGmI8ycUKkN5XA,Hip-Hop-Rap
149,BALI,"Rich Brian, Guapdad 4000",BALI,199385,2020-04-10,"oakland hip hop, vapor trap, underground hip hop, scam rap, cali rap, trap soul, indonesian hip hop",True,59,0.855,0.645,5,-6.321,0,0.0545,0.0107,0.0,0.226,0.654,129.999,4,spotify:track:2XW3vH6ZqMHvlzUSfhWW2X,Hip-Hop-Rap
150,RNP (feat. Anderson .Paak),"Cordae, Anderson .Paak",The Lost Boy,175828,2019-07-26,"pop rap, rap, escape room, hip hop, underground hip hop, vapor trap, dmv rap, trap",True,71,0.611,0.714,9,-4.696,0,0.856,0.184,0.0,0.145,0.628,196.043,4,spotify:track:5lw8Mgb4LyhriPIC86gV6e,Hip-Hop-Rap
151,Show Out (with Skepta & Pop Smoke),"Kid Cudi, Skepta, Pop Smoke",Man On The Moon III: The Chosen,174960,2020-12-11,"instrumental grime, birmingham grime, rap, ohio hip hop, hip hop, grime, brooklyn drill",True,78,0.619,0.589,1,-6.531,1,0.124,0.43,0.000392,0.378,0.158,143.896,4,spotify:track:5CFJRZRq6sdKKtRwNPWbYv,Hip-Hop-Rap
152,Basement,Jazz Cartier,Basement,146342,2020-11-20,"canadian trap, underground hip hop, canadian hip hop, toronto rap, indie pop rap, trap soul",True,45,0.57,0.571,9,-6.326,1,0.151,0.0198,0.0,0.104,0.248,163.977,4,spotify:track:5O0aOOM4de60hINma1AB0k,Hip-Hop-Rap
153,THE SCOTTS,"THE SCOTTS, Travis Scott, Kid Cudi",THE SCOTTS,165978,2020-04-24,"slap house, rap, ohio hip hop, hip hop, pop rap",True,82,0.716,0.537,0,-7.648,0,0.0514,0.233,0.0,0.157,0.28,129.979,4,spotify:track:39Yp9wwQiSRIDOvrVg7mbk,Hip-Hop-Rap
154,After Party,Don Toliver,Heaven Or Hell,167916,2020-03-13,"trap, rap",True,82,0.629,0.692,5,-8.045,1,0.0376,0.00981,0.331,0.603,0.453,162.948,4,spotify:track:527k23H0A4Q0UJN3vGs0Da,Hip-Hop-Rap
155,Tyler Herro,Jack Harlow,Thats What They All Say,156578,2020-12-11,"deep underground hip hop, pop rap, kentucky hip hop, rap",True,74,0.792,0.793,5,-6.185,0,0.0841,0.0872,0.0,0.22,0.775,123.031,4,spotify:track:3w1WjD2zJqjBjDz5fwqQPJ,Hip-Hop-Rap
156,Moonwalking in Calabasas (feat. Blueface) - Remix,"DDG, Blueface",Moonwalking in Calabasas (feat. Blueface) [Remix],170233,2020-12-02,"cali rap, trap, rap",True,77,0.928,0.341,11,-10.196,0,0.103,0.0614,0.0,0.162,0.745,129.966,4,spotify:track:7o4gBbTM6UBLkOYPw9xMCz,Hip-Hop-Rap
157,Runnin,"21 Savage, Metro Boomin",SAVAGE MODE II,195906,2020-10-02,"southern hip hop, rap, hip hop, atl hip hop, pop rap, trap",True,80,0.819,0.626,10,-4.574,0,0.202,0.00748,0.101,0.167,0.415,143.01,4,spotify:track:5SWnsxjhdcEDc7LJjq9UHk,Hip-Hop-Rap
158,Leaders (feat. NAV),"Lil Uzi Vert, NAV",Eternal Atake (Deluxe) - LUV vs. The World 2,194844,2020-03-13,"canadian trap, melodic rap, rap, philly rap, hip hop, canadian hip hop, toronto rap, pop rap, trap",True,62,0.95,0.654,0,-5.895,0,0.307,0.0744,0.0,0.138,0.886,132.936,4,spotify:track:4D7NrSeqkTarBrJ80b2sBc,Hip-Hop-Rap
159,Drankin N Smokin,"Future, Lil Uzi Vert",Pluto x Baby Pluto,213520,2020-11-13,"melodic rap, southern hip hop, rap, philly rap, atl hip hop, pop rap, trap",True,79,0.752,0.658,0,-6.297,1,0.342,0.0421,0.0,0.0927,0.387,151.951,4,spotify:track:0k7wmahjkn389wAZdz19Cv,Hip-Hop-Rap
160,TRAGIC (feat. Youngboy Never Broke Again & Internet Money),"The Kid LAROI, YoungBoy Never Broke Again, Internet Money",F*CK LOVE (SAVAGE),153147,2020-11-06,"rap, baton rouge rap, australian hip hop, pop rap, trap",True,77,0.779,0.642,8,-6.321,0,0.116,0.0383,0.0,0.2,0.388,82.363,4,spotify:track:13EW51DKru044OJDJ9Bm8o,Hip-Hop-Rap
161,Palace,Eric Reprid,Palace,157259,2020-05-08,"asian american hip hop, bc underground hip hop",True,41,0.814,0.578,5,-6.595,0,0.3,0.408,2.65e-06,0.108,0.495,160.022,4,spotify:track:6J3ooZ89l4ekDPOiopOtEl,Hip-Hop-Rap
162,"Costa Rica (with Bas & JID feat. Guapdad 4000, Reese LAFLARE, Jace, Mez, Smokepurpp, Buddy & Ski Mask The Slump God)","Dreamville, Bas, JID, Guapdad 4000, Reese LAFLARE, Jace, Mez, Smokepurpp, Buddy, Ski Mask The Slump God",Revenge Of The Dreamers III,217867,2019-07-05,"hip hop, underground hip hop, scam rap, meme rap, trap, north carolina hip hop, oakland hip hop, sudanese pop, cali rap, trap soul, dark trap, miami hip hop, pop rap, southern hip hop, rap, queens hip hop, melodic rap, vapor trap, alternative r&b",True,70,0.642,0.647,7,-6.312,0,0.428,0.517,0.0,0.0649,0.664,120.749,4,spotify:track:5WnfnSpuNEGXyEt78PBA6d,Hip-Hop-Rap
