,title,artists,album,duration_ms,release_date,artist_genres,explicit,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,uri,genre
79,Windows,Chick Corea,The Best Of Chick Corea,191933,1993-01-01,"contemporary post-bop, jazz fusion, ecm-style jazz, jazz piano, jazz funk, jazz, cool jazz",False,50,0.503,0.344,1,-19.024,1,0.0369,0.673,0.381,0.096,0.468,108.489,4,spotify:track:0m8tSPLHhjhGToD6LW0RPp,Jazz
80,Corcovado (Quiet Nights Of Quiet Stars),"Stan Getz, João Gilberto, Astrud Gilberto, Antônio Carlos Jobim",Getz Plays Jobim: The Girl From Ipanema,254400,2002-01-01,"vocal jazz, latin classical, brazilian jazz, adult standards, samba, jazz guitar, bossa nova, latin jazz, brazilian classical, violao, jazz, jazz saxophone, mpb, cool jazz, lounge, samba-jazz",False,0,0.597,0.128,9,-16.656,0,0.0491,0.959,0.000704,0.123,0.34,128.393,4,spotify:track:0xcJPMoBe9FenntXbfyx97,Jazz
81,So Tender,"Keith Jarrett, Gary Peacock, Jack DeJohnette","Standards, Vol. 2",435267,1983-01-01,"jazz fusion, swedish jazz, ecm-style jazz, jazz drums, jazz piano, jazz, cool jazz, contemporary jazz, jazz double bass, avant-garde jazz",False,52,0.373,0.302,1,-20.358,0,0.0376,0.818,0.835,0.171,0.35,86.925,4,spotify:track:0Dt1B5dNfajRczQKZA87aL,Jazz
82,Cool Out,Leroy Hutson,Hutson,179293,2017-06-30,"southern soul, post-disco, soul, classic soul, jazz funk, chicago soul",False,0,0.453,0.367,2,-16.245,0,0.0343,0.0708,0.00183,0.1,0.127,140.832,3,spotify:track:489alJQIWUauqzKTMuXRjm,Jazz
83,Journey In Satchidananda,"Alice Coltrane, Pharoah Sanders",Journey in Satchidananda,396067,1971-01-01,"jazz fusion, experimental, free jazz, world, afrofuturism, afropop, hard bop, spiritual jazz, jazz funk, soul jazz, fourth world, jazz, jazz harp, cool jazz, jazz saxophone, avant-garde jazz",False,43,0.184,0.543,11,-13.583,0,0.0391,0.016,0.0,0.105,0.211,98.4,3,spotify:track:2gG3ivmsfylVXLyIJvLXyN,Jazz
84,If I Should Lose You,Nina Simone,Wild Is The Wind,235760,1966-09-16,"vocal jazz, torch song, soul, jazz blues, soul jazz",False,39,0.224,0.122,2,-16.766,1,0.036,0.985,0.0206,0.111,0.0952,82.277,4,spotify:track:6YRVj7ZJyFrr6tso0QV15e,Jazz
85,Nature Boy,"Jan Johansson, Georg Riedel",Jan Johansson in Hamburg with Georg Riedel,284187,2011-08-26,"barnmusik, swedish jazz",False,50,0.438,0.182,2,-15.209,0,0.0338,0.983,0.841,0.119,0.0639,65.535,3,spotify:track:7hDq6sOZ5Rl1XnSSfoOBRK,Jazz
86,Blue Skies,Art Tatum,The Complete Capitol Recordings Of Art Tatum,172293,1997-01-01,"vintage jazz, vocal jazz, bebop, swing, big band, jazz piano, hard bop, jazz, cool jazz, stride",False,49,0.443,0.0711,1,-20.146,1,0.0486,0.989,0.894,0.101,0.596,175.02,4,spotify:track:0ADAFZE0bYIuaIyPNFl3LE,Jazz
87,"So What (feat. John Coltrane, Cannonball Adderley & Bill Evans)","Miles Davis, John Coltrane, Cannonball Adderley, Bill Evans",Kind Of Blue (Legacy Edition),562640,1959-08-17,"vocal jazz, jazz fusion, bebop, adult standards, free jazz, big band, jazz blues, jazz piano, soul jazz, hard bop, jazz trumpet, jazz, jazz saxophone, cool jazz",False,61,0.532,0.151,0,-17.266,1,0.0376,0.706,0.00136,0.116,0.211,136.759,4,spotify:track:4vLYewWIvqHfKtJDk8c8tq,Jazz
88,Where We Used To Live,Esbjörn Svensson Trio,Tuesday Wonderland,267173,2006-09-22,"jazz fusion, modern jazz trio, swedish jazz, ecm-style jazz, jazz trio, jazz, contemporary jazz",False,50,0.517,0.0917,0,-18.395,1,0.0336,0.876,0.629,0.108,0.0836,95.068,4,spotify:track:72PqmnVj86bfTnkFiQ9Mx9,Jazz
89,Lullaby Of The Leaves - 1998 Digital Remaster,Gerry Mulligan,The Original Quartet With Chet Baker,195160,1998-01-01,"vocal jazz, bebop, swing, big band, soul jazz, hard bop, jazz, jazz saxophone, cool jazz",False,47,0.439,0.082,0,-17.066,1,0.0407,0.972,0.893,0.0913,0.492,124.69,4,spotify:track:08rTZ8jNknn8VBS3v2o8pT,Jazz
90,Lullaby Of Birdland,"Sarah Vaughan, Clifford Brown",Sarah Vaughan,240867,1954-12-01,"vocal jazz, torch song, jazz fusion, bebop, adult standards, swing, big band, soul, soul jazz, hard bop, jazz trumpet, jazz, cool jazz, lounge, stride",False,52,0.578,0.351,11,-12.432,0,0.101,0.813,0.0,0.123,0.476,122.712,4,spotify:track:5z161QQZMgQxSILnv3QoJk,Jazz
91,Mean To Me - Remastered/1998,Dean Martin,This Time I'm Swingin',130253,1960-01-01,"easy listening, lounge, vocal jazz, adult standards",False,49,0.615,0.145,7,-14.283,1,0.0422,0.748,0.0,0.0292,0.505,102.633,4,spotify:track:4R6rf3KbP45JST6Cr3Enry,Jazz
92,"A Love Supreme, Pt. I – Acknowledgement",John Coltrane,A Love Supreme,462867,1965-02-01,"bebop, free jazz, jazz, jazz saxophone, cool jazz",False,50,0.37,0.586,5,-13.468,0,0.0581,0.485,1.96e-06,0.348,0.519,121.573,4,spotify:track:0CLbmkYmQIWiEwnsbOkLpd,Jazz
93,Teach Me Tonight,Dinah Washington,"The Complete Dinah Washington On Mercury, Vol.4 (1954-1956)",167493,1988-01-01,"vocal jazz, adult standards, swing, soul, jazz blues, jazz, lounge",False,59,0.558,0.231,5,-11.436,0,0.0812,0.805,0.0,0.142,0.403,73.103,4,spotify:track:0Rk9byjmZksAJX15onGns5,Jazz
94,Unforgettable,Nat King Cole,Unforgettable,191973,1954-01-01,"lounge, vocal jazz, adult standards",False,67,0.349,0.182,5,-13.507,1,0.031,0.92,0.0152,0.143,0.178,136.094,3,spotify:track:648TTtYB0bH0P8Hfy0FmkL,Jazz
95,Summertime,Albert Ayler,On Green Dolphin Street,527579,2016-01-18,"experimental, free jazz, avant-garde, free improvisation, jazz saxophone, avant-garde jazz",False,44,0.446,0.191,10,-15.854,1,0.0385,0.925,0.574,0.3,0.291,137.046,4,spotify:track:1iCAi2GzGYqCEm1t3Zpx8O,Jazz
96,Cristo Redentor - Remastered,Donald Byrd,A New Perspective (Remastered / Rudy Van Gelder Edition),343280,1963-01-01,"jazz fusion, bebop, soul, funk, hard bop, jazz trumpet, jazz funk, soul jazz, jazz, cool jazz",False,48,0.26,0.203,7,-12.231,0,0.0353,0.99,0.944,0.134,0.064,173.503,3,spotify:track:0Xfq6BeOHdzf16gk9y8a1P,Jazz
97,It Never Entered My Mind,"Coleman Hawkins, Ben Webster",Coleman Hawkins Encounters Ben Webster (Expanded Edition),346920,1959-11-01,"vocal jazz, bebop, adult standards, big band, swing, soul jazz, hard bop, jazz, jazz saxophone, cool jazz, stride",False,47,0.564,0.097,5,-16.442,1,0.038,0.958,0.0588,0.119,0.393,132.653,4,spotify:track:6PKCEB5JzjCizpz9hUQcpX,Jazz
98,From Gagarin's Point of View,Esbjörn Svensson Trio,From Gagarin's Point of View,243333,1999-01-01,"jazz fusion, modern jazz trio, swedish jazz, ecm-style jazz, jazz trio, jazz, contemporary jazz",False,0,0.621,0.0335,2,-21.479,0,0.0395,0.555,0.93,0.218,0.126,104.036,4,spotify:track:3QxZooLdeJBAf0x405DDI7,Jazz
99,I've Grown Accustomed To Her Face - Remastered/1998,Dean Martin,This Time I'm Swingin',162867,1960-01-01,"easy listening, lounge, vocal jazz, adult standards",False,47,0.567,0.124,0,-16.446,1,0.0562,0.792,0.0,0.106,0.343,79.37,4,spotify:track:0BFCbH1cxzeUSJBVwJGRLg,Jazz
100,Too Young To Go Steady,John Coltrane Quartet,Ballads (Deluxe Edition),262427,1963-01-01,"bebop, free jazz, hard bop, jazz quartet, jazz, jazz saxophone, cool jazz",False,0,0.548,0.181,5,-12.516,1,0.0394,0.966,0.296,0.0518,0.352,128.625,4,spotify:track:3aPjTvCKcGXF1TbVILWP4e,Jazz
101,You Don't Know What Love Is,The Sweetgreens,You Don't Know What Love Is,150123,2020-10-16,background jazz,False,54,0.581,0.0509,5,-25.046,0,0.0377,0.854,0.892,0.124,0.269,118.494,4,spotify:track:4bDk3TKM6kF1MT2Tzek7QJ,Jazz
102,Stella by Starlight,Sophie Lemon Jazz,Tea for Two,303000,2020-12-28,,False,40,0.369,0.143,10,-14.544,1,0.0347,0.934,0.777,0.104,0.0849,79.441,3,spotify:track:3TVpiMoI86chM88b0I712D,Jazz
103,From Dream to Dream,Benny Golson,"New Time, New 'Tet",453133,2009-01-01,"contemporary post-bop, bebop, big band, soul jazz, hard bop, jazz, jazz saxophone, cool jazz, stride",False,42,0.3,0.0975,7,-20.243,0,0.0391,0.967,0.969,0.116,0.138,169.876,3,spotify:track:1VKza9389xxGndNAuoB1W3,Jazz
104,Late Lament,Tim Franks Trio,Late Lament,320859,2021-04-09,background jazz,False,55,0.348,0.168,3,-19.254,0,0.0353,0.985,0.917,0.0854,0.149,82.508,3,spotify:track:3eDOviMyR6gSoN2AeONg7Q,Jazz
105,Stillness,KTZ Players,Stillness,167271,2020-09-11,background jazz,False,57,0.533,0.0492,9,-19.517,1,0.0319,0.912,0.862,0.119,0.166,96.842,4,spotify:track:40ydDb82UYQzcZlqNsVj7N,Jazz
106,the point above,Brandon's Three,the point above,168616,2021-03-05,background jazz,False,57,0.45,0.0767,2,-22.482,0,0.0378,0.869,0.747,0.0853,0.167,100.427,4,spotify:track:27j2QBudHBt7AYWjCpcnEa,Jazz
107,Julia,The Stilltones,Julia,232833,2020-09-25,background jazz,False,56,0.478,0.0796,0,-18.825,1,0.031,0.769,0.154,0.109,0.132,104.17,4,spotify:track:6hTEfMxYFeUqiAJ5jIX7Y5,Jazz
108,You Confuse Me,Jeff Laine & Co,You Confuse Me,191527,2020-08-14,,False,54,0.352,0.0754,9,-15.685,1,0.0345,0.932,0.0288,0.11,0.0789,103.117,4,spotify:track:46WT4GuSWziUJIDtjUJHQr,Jazz
109,I Got It Bad And That Ain't Good,Oscar Peterson Trio,Night Train (Expanded Edition),306227,1963-01-01,"vocal jazz, bebop, adult standards, big band, hard bop, jazz trio, jazz, cool jazz, stride",False,60,0.488,0.0527,5,-27.331,1,0.0478,0.971,0.911,0.0882,0.193,49.689,4,spotify:track:4ol2UyMTiklHVujAWg02nE,Jazz
110,Embracable You,Red Stairs Jazz Quartet,Easy Living,154718,2020-03-08,background jazz,False,51,0.37,0.0811,7,-20.658,1,0.033,0.975,0.732,0.247,0.0836,84.045,4,spotify:track:2vc6aQG10jrwwi2VGXXcfl,Jazz
111,Someone To Watch Over Me,Long Island Quartet,Someone To Watch Over Me,248127,2020-11-20,background jazz,False,54,0.46,0.0792,3,-15.388,1,0.0351,0.963,0.386,0.0959,0.332,101.494,4,spotify:track:6idTshNWsrWkNUrJYgzs3v,Jazz
112,Hirte,Kilian Kemmer Trio,Und Zarathustra Tanzte,323125,2021-04-23,modern jazz trio,False,28,0.417,0.125,1,-22.591,0,0.0377,0.926,0.921,0.108,0.0708,66.728,4,spotify:track:44GnQP1rFHn2BC7NJsQ183,Jazz
113,Beneath The Pale Moonlight,Tom Stills Quartet,Beneath The Pale Moonlight,251595,2020-09-18,background jazz,False,55,0.305,0.0554,2,-19.379,0,0.0337,0.759,0.427,0.126,0.108,92.564,4,spotify:track:0Cw4AgG0dPKJKO0oT6xOr9,Jazz
114,Mood,Miles Davis,E.S.P.,530040,1965-11-01,"jazz fusion, hard bop, jazz trumpet, jazz, cool jazz",False,43,0.576,0.0521,1,-18.598,1,0.036,0.782,0.00434,0.115,0.232,82.715,3,spotify:track:1LS7O7v95kU5BbZny7ooni,Jazz
115,Silhouette,Carlton Maison Quartet,I´m Glad There Is You,231774,2021-03-26,,False,51,0.516,0.144,3,-14.12,0,0.042,0.983,0.32,0.149,0.336,109.544,4,spotify:track:1CcKHNpexFobMLQwN1MzKr,Jazz
116,Bandängen,Jazz Tonality,Bandängen,150979,2021-05-28,,False,0,0.529,0.0992,7,-20.324,0,0.0316,0.913,0.381,0.0967,0.0388,113.064,4,spotify:track:7HX0DryEZ4qOYEzVCF942E,Jazz
117,Jazzanooga,Chattanooga Trio,Jazzanooga,167570,2020-11-25,background jazz,False,54,0.588,0.0493,1,-20.4,1,0.0355,0.882,0.496,0.136,0.202,99.929,4,spotify:track:3itQmY3qDISKklo9IYsVsq,Jazz
118,Bianca,Robert Elovsson Quartet,Anyone Anytime,208250,2019-09-13,background jazz,False,53,0.369,0.121,5,-20.462,0,0.0322,0.96,0.664,0.13,0.149,72.513,4,spotify:track:2T2dIV8coIPZ08ryHUYy6z,Jazz
119,If You Could See Me Now,Bill Evans Trio,Trio 65,286360,1965-02-03,"contemporary post-bop, vocal jazz, jazz fusion, bebop, soul jazz, hard bop, jazz trio, jazz, cool jazz, stride",False,36,0.505,0.11,10,-20.783,0,0.0404,0.978,0.799,0.132,0.108,118.066,4,spotify:track:7g7uRAOFaOoLG6CcAPSUX5,Jazz
120,Caerulea,Bladverk Band,Obliqua,186665,2020-09-03,"background jazz, dinner jazz",False,63,0.475,0.105,9,-18.046,0,0.0351,0.962,0.695,0.115,0.0563,54.727,4,spotify:track:05IRllaVkCLy5Iyz3JUXNC,Jazz
121,Danny´s Dream,Eddie Harper,If You Could See Me Now,214092,2020-12-04,background jazz,False,58,0.283,0.086,5,-17.989,0,0.0461,0.972,0.443,0.19,0.26,203.925,1,spotify:track:5X7wI6LqZfnp6XGYRSktPo,Jazz
122,It Never Entered My Mind,"Coleman Hawkins, Ben Webster",Coleman Hawkins Encounters Ben Webster (Expanded Edition),346920,1959-11-01,"vocal jazz, bebop, adult standards, big band, swing, soul jazz, hard bop, jazz, jazz saxophone, cool jazz, stride",False,47,0.564,0.097,5,-16.442,1,0.038,0.958,0.0588,0.119,0.393,132.653,4,spotify:track:6PKCEB5JzjCizpz9hUQcpX,Jazz
123,Some Other Time - Live,Bill Evans Trio,"The Complete Village Vanguard Recordings, 1961",297958,2005-01-01,"contemporary post-bop, vocal jazz, jazz fusion, bebop, soul jazz, hard bop, jazz trio, jazz, cool jazz, stride",False,45,0.432,0.0658,0,-28.091,1,0.0512,0.946,0.944,0.693,0.121,124.621,4,spotify:track:27WWPIrSHvlY1YCKI8WFcf,Jazz
124,The ballad of sad young men,The Collective,Same As Ever,310450,2021-03-19,,False,55,0.479,0.115,4,-20.306,0,0.0343,0.936,0.756,0.152,0.115,116.047,4,spotify:track:5gvPQHCaeoHCG7pKse1VqO,Jazz
125,Tenderly,Mark Roswell Trio,Tenderly,203349,2021-04-16,background jazz,False,56,0.537,0.132,3,-18.58,1,0.0363,0.96,0.864,0.144,0.119,119.394,3,spotify:track:5w6hGJhvWy9Fth9eldO0rT,Jazz
126,Silent Dreams,The City of Birches,Silent Dreams,248038,2020-11-20,,False,58,0.398,0.0521,0,-18.31,0,0.0367,0.967,0.163,0.109,0.246,112.87,4,spotify:track:6Io5TW0gliTyIZIssh5vS5,Jazz
127,Everytime We Say Goodbye,Billy Charlotte,How Long Has This Been Going On,245714,2021-01-25,background jazz,False,54,0.46,0.215,5,-16.813,0,0.0291,0.914,0.772,0.125,0.198,96.269,4,spotify:track:6xeEdMWJiNsQwxmCJ7fsQ6,Jazz
128,I Can't Give You Anything But Love,Harper Pepe,Days Of Wine And Roses,172500,2019-09-03,background jazz,False,40,0.397,0.0386,5,-25.363,1,0.0385,0.996,0.946,0.0953,0.352,67.883,4,spotify:track:7sJOTQaJtgkqUviKXRmUQe,Jazz
129,A Better Place,Joel Lyssarides,A Better Place,133208,2019-09-26,background jazz,False,36,0.312,0.00641,5,-26.725,1,0.0407,0.937,0.957,0.11,0.175,100.778,4,spotify:track:7JfORZg3Tvn0YyDZCiGhMU,Jazz
130,'Round Midnight (feat. John Coltrane),"Miles Davis, John Coltrane",'Round About Midnight,355333,1957-03-18,"jazz fusion, bebop, free jazz, hard bop, jazz trumpet, jazz, jazz saxophone, cool jazz",False,56,0.494,0.182,10,-11.116,0,0.0443,0.79,0.00036,0.129,0.21,112.689,4,spotify:track:5vb7At47uO0yPGfmYnAHuw,Jazz
131,Time Remembered,Sarah Troedsson,Time Remembered,184878,2021-04-23,,False,57,0.394,0.181,7,-20.645,1,0.0322,0.963,0.921,0.11,0.0536,107.234,4,spotify:track:2kuCedGQNreDSHNCmxJLwr,Jazz
132,Teru - Rudy Van Gelder Edition/2000 Digital Remaster/24 Bit Mastering,Wayne Shorter,Adam's Apple (Rudy Van Gelder Edition),372867,2003-01-01,"contemporary post-bop, jazz fusion, free jazz, soul jazz, hard bop, jazz funk, jazz, jazz saxophone, cool jazz, contemporary jazz",False,39,0.35,0.0587,7,-20.725,0,0.0406,0.992,0.859,0.116,0.164,107.392,4,spotify:track:2WSJsFFzxQGYFJlR57ddGI,Jazz
133,Its That Simple,Robert Elovsson Quartet,Its That Simple,252500,2020-11-13,background jazz,False,51,0.381,0.0454,7,-22.697,0,0.0313,0.971,0.595,0.119,0.185,92.608,4,spotify:track:1ancD3oX9uRaQ0oKrFVTi8,Jazz
134,Alfie,Long Island Quartet,Born in July,217973,2020-08-28,background jazz,False,54,0.332,0.142,7,-16.503,1,0.0344,0.968,0.603,0.336,0.244,102.033,3,spotify:track:5YTYCMTxcvM29aTYRp99gm,Jazz
135,Chimes,Duponte et Duponte,Chimes,163591,2020-09-18,,False,62,0.458,0.0533,10,-20.472,0,0.0289,0.863,0.138,0.11,0.155,96.864,4,spotify:track:6gzPmb75SbQGuCWwtAoutC,Jazz
136,"Believe, Beleft, Below",Esbjörn Svensson Trio,Seven Days of Falling,291227,2003-09-22,"jazz fusion, modern jazz trio, swedish jazz, ecm-style jazz, jazz trio, jazz, contemporary jazz",False,46,0.647,0.0452,10,-21.198,1,0.0349,0.85,0.779,0.0928,0.141,102.285,4,spotify:track:1HKZo7knu3IuCJo9JVGz1i,Jazz
137,I Could Write A Book,Jacob Schwarz Trio,Jazz Nights,189730,2019-11-14,,False,50,0.505,0.0625,0,-23.48,1,0.0292,0.936,0.933,0.116,0.272,93.214,4,spotify:track:7nbQBpnj4CfKEycYy1dNLT,Jazz
138,How My Heart Sings,Dylan Lytle,How My Heart Sings,185829,2019-12-17,background jazz,False,45,0.532,0.0872,4,-20.407,0,0.0416,0.954,0.954,0.0951,0.187,131.494,4,spotify:track:5liCciLu82rWull0PwMxBj,Jazz
139,Tell Me When,Gerry Mulligan,Gerry Mulligan Meets Ben Webster,306333,1963-01-01,"vocal jazz, bebop, swing, big band, soul jazz, hard bop, jazz, jazz saxophone, cool jazz",False,42,0.437,0.00805,10,-25.802,0,0.0452,0.956,0.664,0.115,0.13,110.567,4,spotify:track:0HG8WuIuukHhsonrn50qKk,Jazz
140,Waltz At Midnight,Midtown Trio,Waltz At Midnight,214940,2020-12-11,,False,52,0.478,0.0901,2,-16.511,1,0.036,0.946,0.956,0.136,0.163,82.946,3,spotify:track:6fmBZeSeM8Cp4mNivC7AGT,Jazz
141,In The Wee Small Hours of the Morning,The Andy Love Band,Sidewinder,262695,2020-03-02,,False,51,0.45,0.106,0,-21.776,1,0.0314,0.987,0.816,0.1,0.173,99.91,4,spotify:track:6E1m3l49ocTr2gKzl3lFvT,Jazz
142,Dreamin',Hara Noda,Catcher,149775,2019-08-16,"background jazz, dinner jazz",False,51,0.617,0.13,5,-18.364,1,0.0404,0.97,0.555,0.107,0.222,118.037,4,spotify:track:6oJ3j2m4kCHpMZhOY5jx8d,Jazz
143,Never Let Me Go,Joshua Redman,Trios Live,398120,2014-06-13,"contemporary post-bop, jazz fusion, hard bop, jazz funk, jazz, jazz saxophone, straight-ahead jazz, cool jazz, contemporary jazz, indie jazz",False,34,0.495,0.114,5,-18.683,1,0.0716,0.935,0.0957,0.728,0.319,112.423,4,spotify:track:0t5LDxM86wbi5W7gwkGtPv,Jazz
144,And All Is Well Now,Gillian Spencer Trio,And All Is Well Now,189833,2020-05-16,,False,58,0.219,0.0442,7,-18.051,1,0.0348,0.853,0.864,0.101,0.167,79.101,4,spotify:track:116Z8pydjYsREn2LWk7El7,Jazz
145,Spring Is Here,"Bill Evans, Scott LaFaro, Paul Motian",Portrait In Jazz [Keepnews Collection],309360,1960-01-01,"vocal jazz, jazz fusion, bebop, jazz drums, adult standards, ecm-style jazz, free jazz, jazz piano, jazz, cool jazz, contemporary jazz, jazz double bass, avant-garde jazz",False,45,0.409,0.0432,8,-22.772,1,0.0411,0.985,0.859,0.101,0.0815,111.976,4,spotify:track:6NVHxwaBkfTIINMCmZ1JUl,Jazz
146,Somewhere Over the Rainbow,Lia Riggs Trio,Somewhere Over the Rainbow,177332,2021-03-12,,False,57,0.525,0.0166,5,-23.528,0,0.0378,0.977,0.955,0.107,0.203,99.393,4,spotify:track:3I9jByU1f1o45YfxPrsCWI,Jazz
147,One For Daddy-O - Remastered,Cannonball Adderley,Somethin' Else (Rudy Van Gelder Edition),505453,1958-01-01,"vocal jazz, jazz fusion, bebop, big band, jazz blues, soul jazz, hard bop, jazz, cool jazz",False,52,0.616,0.434,5,-7.257,0,0.031,0.581,0.0,0.131,0.404,108.467,4,spotify:track:4f0D7T8yswXUJ62AKLoMtS,Jazz
148,Once I Had A Secret Love,CMC 3,Dear Old Stockholm,258185,2020-10-02,"background jazz, dinner jazz",False,60,0.276,0.232,5,-17.572,0,0.0336,0.966,0.952,0.107,0.157,81.423,3,spotify:track:05prboiM4bmlXfvsvghvI1,Jazz
149,Dear Kathy,Benny Golson,Turning Point,288840,2005-01-01,"contemporary post-bop, bebop, big band, soul jazz, hard bop, jazz, jazz saxophone, cool jazz, stride",False,41,0.486,0.0295,10,-21.988,0,0.0404,0.984,0.911,0.066,0.261,132.321,4,spotify:track:151RegbPut96kOvkSiPqLb,Jazz
150,Blue Romance,Chris Memento,Blue Romance,242000,2021-01-01,,False,55,0.278,0.0589,2,-20.456,0,0.033,0.909,0.00899,0.348,0.189,78.101,3,spotify:track:7AL3evf6T03lEluSTET854,Jazz
151,Lonely Woman - Remastered 1999/Rudy Van Gelder Edition,Horace Silver,Song For My Father,422933,1999-01-01,"vocal jazz, jazz fusion, bebop, big band, jazz piano, soul jazz, hard bop, jazz funk, jazz, cool jazz",False,46,0.522,0.14,6,-15.774,1,0.0444,0.988,0.898,0.126,0.131,105.36,4,spotify:track:23VGdNEZzKVCpIazC3ZHK6,Jazz
152,Désespérés,Vernon Sanders,Désespérés,221625,2020-11-20,background jazz,False,55,0.344,0.0562,8,-20.749,1,0.0323,0.987,0.838,0.135,0.172,88.171,4,spotify:track:1dGXWUU6oRMfyAJzX96C7i,Jazz
153,Älvan,Robert Elovsson,Älvan,202375,2020-01-31,background jazz,False,51,0.326,0.0882,11,-25.202,0,0.058,0.991,0.922,0.107,0.229,205.083,3,spotify:track:2hgywy8NJicnetQ0IQBeaE,Jazz
154,Everything Happens To Me,Gerry Mulligan,Presenting The Gerry Mulligan Sextet,323373,1955-01-01,"vocal jazz, bebop, swing, big band, soul jazz, hard bop, jazz, jazz saxophone, cool jazz",False,48,0.63,0.0665,5,-17.453,1,0.0725,0.958,0.771,0.222,0.27,64.162,4,spotify:track:2m8vNmDGz5GCGLxJfWIsJI,Jazz
155,"Yours, Truly",Will Mays,"Yours, Truly",285948,2021-04-20,,False,49,0.314,0.186,3,-16.676,1,0.0358,0.982,0.987,0.208,0.167,110.765,4,spotify:track:5s5YJsqLpyokhb8gLRoYWr,Jazz
156,Alone And I - Remastered,Herbie Hancock,Takin' Off (Expanded Edition),389773,1962-05-28,"contemporary post-bop, jazz fusion, jazz piano, funk, instrumental funk, jazz funk, jazz, cool jazz",False,44,0.409,0.0681,6,-17.935,0,0.0334,0.98,0.948,0.0971,0.0577,101.784,4,spotify:track:4IXZjNVYILadTUH7AaF32o,Jazz
157,A Time For Love,Mandevilla,On A Misty Night,308187,2020-10-16,background jazz,False,59,0.413,0.216,7,-18.276,0,0.0323,0.972,0.933,0.366,0.12,121.925,4,spotify:track:1lj6MFAyOG9mlwmp0EkBAF,Jazz
158,My Ideal,Tate Jackson Trio,My Ideal,230928,2021-01-07,background jazz,False,44,0.384,0.0808,5,-22.34,0,0.0384,0.921,0.912,0.224,0.111,111.208,4,spotify:track:7GnMpHjVWHC5W87OifzPX6,Jazz
159,Lost in Orbit,Dan Evans-Parker,Lost in Orbit,153785,2020-05-21,background jazz,False,59,0.28,0.0656,7,-21.513,0,0.0325,0.552,0.54,0.115,0.148,88.03,4,spotify:track:7ijPIncR5k622S2j28ktCr,Jazz
160,Postcards,Greydon Park Band,Postcards,185459,2020-10-02,background jazz,False,58,0.431,0.0434,11,-22.086,1,0.031,0.934,0.253,0.112,0.0753,94.182,4,spotify:track:1IxO95D87hSIyA20XTLCiU,Jazz
161,Peace,Winter Jazz Trio,Peace,205279,2021-02-08,background jazz,False,46,0.511,0.19,2,-15.757,0,0.0332,0.957,0.737,0.189,0.113,97.135,4,spotify:track:2XbzKkjwyO7nVUThZSudGv,Jazz
162,Laura,Scott Hamilton,Scott Hamilton Plays Ballads,290067,1989-01-01,"vocal jazz, adult standards, jazz, jazz saxophone, cool jazz",False,34,0.392,0.0703,7,-20.932,1,0.0478,0.96,0.764,0.104,0.228,78.284,3,spotify:track:6nXrnq0lJpbowo1P84J2t7,Jazz
163,Love Is a Many-Splendored Thing,Louis Silva Band,Pretty Ballad,163379,2020-06-03,background jazz,False,55,0.429,0.13,0,-15.57,0,0.0319,0.934,0.94,0.124,0.189,85.193,4,spotify:track:23G8P94lKwgXNAKH2z5VP8,Jazz
164,My Funny Valentine,J.J. Johnson,Proof Positive,182960,1964-01-01,"bebop, soul jazz, hard bop, jazz, cool jazz, jazz trombone, jazz brass",False,34,0.391,0.0074,8,-26.528,1,0.0565,0.991,0.906,0.0962,0.361,60.667,4,spotify:track:4hCbA5XOPwCzNvUWKztpD9,Jazz
165,desire strongly,Brandon's Three,desire strongly,179800,2021-03-12,background jazz,False,54,0.465,0.0485,9,-23.546,0,0.0401,0.962,0.942,0.103,0.154,97.369,4,spotify:track:1DpXesx1rkB5AA2sA55uAs,Jazz
166,Am I Blue,Jiggs Whigham,Values,287089,2016-08-26,"jazz trombone, jazz brass",False,32,0.36,0.023,4,-21.858,0,0.0373,0.971,0.889,0.111,0.152,174.37,3,spotify:track:2H9sFbaD7lixr8KrsXdiLh,Jazz
167,In a Sentimental Mood,The Uptown Players,In a Sentimental Mood,274403,2021-02-12,background jazz,False,48,0.546,0.095,2,-21.524,0,0.0356,0.831,0.711,0.119,0.195,116.071,4,spotify:track:7JNNtslGExM27L7sCMzQiS,Jazz
168,"I Loves You, Porgy",Ryan Turtle Trio,"I Loves You, Porgy",177261,2021-01-18,,False,48,0.387,0.169,9,-16.769,0,0.0353,0.95,0.864,0.0967,0.189,95.746,4,spotify:track:1p6wxI8LwDcO67o5kS3X2v,Jazz
169,Here´s That Rainy Day,Long Island Quartet,Born in July,234083,2020-08-28,background jazz,False,52,0.383,0.111,5,-16.779,0,0.0365,0.947,0.078,0.0898,0.285,100.872,4,spotify:track:2bd8JjaPL4XrbgGyWPqFms,Jazz
170,These Foolish Things (Remind Me of You),Brad Mehldau Trio,Blues and Ballads,360707,2016-06-03,"jazz fusion, modern jazz trio, jazz trio, jazz, cool jazz, contemporary jazz",False,45,0.44,0.128,3,-17.651,1,0.0425,0.951,0.933,0.1,0.179,81.028,4,spotify:track:59VHmPVQP4XPbOeiiIwqG6,Jazz
